name,establishment,city,locality,latitude,longitude,cuisines,average_cost_for_two,highlights,aggregate_rating
The Bread Basket Bakery,Bakery,Trichy,Sangillyandapuram,10.8033931,78.68573729,"Bakery, Mithai",300,"Cash, Takeaway Available, Debit Card, Delivery, Credit Card, Indoor Seating, Air Conditioned, Desserts and Bakes",3.2
Simply South,Quick Bites,Trichy,"FSM Hyper Mall, Tharanallur",10.80022819,78.68131366,South Indian,250,"Lunch, Dinner, Breakfast, Cash, No Alcohol Available, Takeaway Available, Mall Parking, Pure Veg, Indoor Seating",3.2
Trichy Famous Biryani,Quick Bites,Trichy,Woraiyur,10.82744733,78.67742613,Biryani,250,"No Alcohol Available, Cash, Lunch, Takeaway Available, Dinner, Indoor Seating, Halal",3.2
Hotel Sri Bhavani,Quick Bites,Trichy,KK Nagar,10.77419724,78.68499298,South Indian,300,"Cash, Lunch, No Alcohol Available, Breakfast, Dinner, Takeaway Available, Free Parking, Indoor Seating",3.2
S.Sankar Mess,Mess,Trichy,Woraiyur,10.82790474,78.67697217,"Chettinad, South Indian",200,"Takeaway Available, Cash",3.2
Sri Agilandishwari Mess,Mess,Trichy,Karumandapam,10.78790249,78.6680964,South Indian,250,"Lunch, Cash, Breakfast, No Alcohol Available, Dinner, Takeaway Available, Indoor Seating",3.2
Bikash Babu Sweets,Sweet Shop,Trivandrum,Ambalamukku,8.5188048,76.9575672,Mithai,250,"Takeaway Available, Cash, Indoor Seating",3.2
Taza Biriyani House,Quick Bites,Trivandrum,Ambalamukku,8.528743078,76.96028396,Biryani,300,"Lunch, Delivery, No Alcohol Available, Cash, Takeaway Available, Indoor Seating",3.2
Sri Saravana Bhavan,Casual Dining,Trivandrum,Thumba,8.533863788,76.88184142,"South Indian, North Indian",300,"Cash, Debit Card, Dinner, Takeaway Available, Credit Card, Lunch, Breakfast, Indoor Seating, Pure Veg, Table Reservation Not Required",3.2
Namma Veedu Asaiva Virundhu,Casual Dining,Vellore,Gandhi Nagar,12.96152183,79.13722146,South Indian,0,"Credit Card, Debit Card, Lunch, Takeaway Available, Cash, Delivery, Dinner, Indoor Seating, Air Conditioned, Table Reservation Not Required",3.2
Olive Kitchen,Casual Dining,Vellore,Katpadi,12.96799075,79.14939534,"Chinese, South Indian",0,"Credit Card, Debit Card, Dinner, Takeaway Available, Cash, Lunch, Indoor Seating, Air Conditioned, Table Reservation Not Required",3.2
Tasty Hub,Quick Bites,Vellore,RN Palayam,12.91480239,79.12925866,Biryani,200,"No Alcohol Available, Lunch, Takeaway Available, Cash, Dinner, Indoor Seating, Halal, Digital Payments Accepted",3.2
Fortt City Biriyani,Quick Bites,Vellore,Kosapet,12.91286286,79.13303722,"Biryani, Chinese",250,"No Alcohol Available, Dinner, Takeaway Available, Cash, Lunch, Indoor Seating, Halal",3.2
Sri Dhaba,Quick Bites,Vellore,Katpadi,12.96551481,79.15627621,"Biryani, North Indian, South Indian",250,"Lunch, No Alcohol Available, Cash, Takeaway Available, Dinner, Indoor Seating, Free Parking",3.2
Bengali Mess,Mess,Chennai,Potheri,12.82598342,80.04415311,"North Indian, Rolls",200,"Delivery, Debit Card, Cash, Credit Card, Takeaway Available, Digital Payments Accepted",3.3
Connexions - Crowne Plaza Chennai Adyar Park,Cafe,Chennai,"Crowne Plaza Chennai Adyar Park, Alwarpet",13.0294532,80.24953522,"Cafe, Bakery, Desserts",800,"Cash, Lunch, Debit Card, Credit Card, Takeaway Available, No Alcohol Available, Dinner, Indoor Seating, Wifi, Desserts and Bakes, Air Conditioned, Table reservation required",3.3
Lassi Corner,Beverage Shop,Chennai,Madipakkam,12.96845437,80.19188985,"Beverages, Street Food",100,"Takeaway Available, Lunch, Cash, Indoor Seating, Air Conditioned, Digital Payments Accepted",3.3
Dewz Restaurant,Casual Dining,Coimbatore,Peelamedu,11.0255941,77.01805539,"South Indian, Chinese, North Indian, Continental",900,"Cash, Debit Card, Breakfast, Lunch, Credit Card, Takeaway Available, No Alcohol Available, Dinner, Air Conditioned, Indoor Seating",3.3
Chennai Kulfi,Dessert Parlour,Coimbatore,Saibaba Colony,11.023788,76.942038,Ice Cream,100,"Delivery, Cash, Takeaway Available, Indoor Seating, Air Conditioned, Desserts and Bakes, Digital Payments Accepted",3.3
Dr. Karumbu,Beverage Shop,Coimbatore,RS Puram,11.00652615,76.95371289,Juices,100,"Takeaway Available, No Alcohol Available, Cash, Indoor Seating, Pure Veg",3.3
Aroma Bakery,Bakery,Coimbatore,Town Hall,10.99010744,76.96064204,"Bakery, Desserts",300,"Cash, Takeaway Available, No Alcohol Available, Indoor Seating, Desserts and Bakes",3.3
Creameister,Dessert Parlour,Coimbatore,Sitra,11.037022,77.035494,"Desserts, Beverages",400,"Delivery, Cash, Takeaway Available, Indoor Seating, Desserts and Bakes",3.3
Boomerang,Dessert Parlour,Coimbatore,Ganapathy,11.04127075,76.98319137,"Desserts, Ice Cream",300,"Credit Card, Indoor Seating, Pure Veg, Desserts and Bakes, Air Conditioned",3.3
The Temple of Bacchus - The Renai Cochin,Casual Dining,Kochi,"The Renai Cochin, Palarivattom",10.005168,76.305892,North Indian,2000,"Dinner, Cash, Nightlife, Air Conditioned, Indoor Seating",3.3
Holy Smoke BBQ And Grill,Quick Bites,Kochi,Fort Kochi,9.966503438,76.24248024,"Salad, Burger",1200,"Dinner, Cash, Air Conditioned",3.3
Tasty Land Bakers,Bakery,Kochi,Kakkanad,10.016666,76.34496,"Bakery, Beverages",150,"Cash, Takeaway Available, No Alcohol Available, Indoor Seating, Desserts and Bakes",3.3
Cochin Bakers,Bakery,Kochi,Thopumpady,9.935789546,76.26118228,Bakery,200,"Cash, Delivery, No Seating Available, Takeaway Available, Air Conditioned, Desserts and Bakes",3.3
Le Torta,Dessert Parlour,Kochi,Aluva,10.11084265,76.34976324,"Desserts, Beverages",150,"Cash, No Alcohol Available, Takeaway Available, Indoor Seating, Desserts and Bakes",3.3
Pool Bar,Bar,Kochi,"SAJ Earth Resort, Nedumbassery",10.163026,76.384475,Continental,500,"Cash, Takeaway Available, Credit Card, Dinner, Indoor Seating, Smoking Area, Nightlife, Outdoor Seating, Air Conditioned, Fullbar",3.3
Malgudi Mithais,Bakery,Madurai,Pasumalai,9.900820406,78.09417307,Bakery,300,"No Seating Available, Delivery, No Alcohol Available, Cash, Takeaway Available, Pre-Ordering Required, Desserts and Bakes",3.3
Fresh Creamz,Bakery,Madurai,Viswanathapuram,9.945169764,78.12927548,Bakery,200,"Cash, Debit Card, No Seating Available, Takeaway Available, Credit Card, Air Conditioned, Desserts and Bakes, Pre-Ordering Required",3.3
Seashellz Restaurant,Casual Dining,Puducherry,Murangapakkam,11.805545,79.79697,North Indian,1500,"Cash, Credit Card, Dinner, Takeaway Available, Breakfast, Debit Card, Lunch, Buffet, Fullbar, Indoor Seating, Outdoor Seating, Air Conditioned",3.3
Ice N Cafe,Cafe,Puducherry,MG Road,11.94702766,79.79808625,"Cafe, Sandwich, Beverages, Italian, Burger, Pizza",150,"Dinner, Delivery, Lunch, Cash, Takeaway Available, Indoor Seating",3.3
The Great Indian Lassies & Rolls,Quick Bites,Puducherry,Heritage Town,11.93585068,79.83059026,"Beverages, Rolls, Fast Food",300,"Lunch, Dinner, Cash, Takeaway Available, Outdoor Seating, Air Conditioned, Self Service, Indoor Seating",3.3
Roll n Chill,Quick Bites,Salem,Alagapuram Pudur,11.67129218,78.14413894,"Beverages, Fast Food",250,"Cash, Lunch, Dinner, No Alcohol Available, Breakfast, Takeaway Available, Outdoor Seating, Free Parking, Digital Payments Accepted",3.3
Manna Restaurant,Quick Bites,Thrissur,Poothole,10.5246107,76.2110103,"Arabian, Chinese, South Indian",200,"Dinner, Delivery, Lunch, Cash, Takeaway Available, Indoor Seating",3.3
Cake Farm,Bakery,Thrissur,Kizhakkumpattukara,10.519345,76.234181,"Bakery, Desserts",200,"No Seating Available, Takeaway Available, Cash, Desserts and Bakes",3.3
Mumbai Kulfi,Dessert Parlour,Trichy,Thillai Nagar,10.81172,78.69642,"Ice Cream, Desserts",150,"Cash, Takeaway Available, Delivery, Indoor Seating, Desserts and Bakes, Air Conditioned",3.3
Hotel New Bhavani,Quick Bites,Trichy,Thillai Nagar,10.81703314,78.67717233,South Indian,150,"Cash, Lunch, No Alcohol Available, Breakfast, Dinner, Takeaway Available, Pure Veg, Indoor Seating",3.3
Hotel Sri Meena Shankar,Quick Bites,Trichy,Kilapudur,10.80147209,78.69055353,South Indian,350,"No Alcohol Available, Breakfast, Dinner, Takeaway Available, Cash, Lunch, Indoor Seating, Pure Veg, Free Parking, Air Conditioned",3.3
Atelier By Ambrosia  &  Amit Puri,Fine Dining,Trivandrum,Ambalamukku,8.5200959,76.9438247,"Continental, Italian, European",1300,"Takeaway Available, Debit Card, Dinner, Credit Card, Cash, Valet Parking Available, Air Conditioned, Desserts and Bakes, Indoor Seating, Digital Payments Accepted",3.3
Adams Grills And Rolls,Quick Bites,Trivandrum,Palayam,8.478352,76.9454265,Arabian,150,"Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",3.3
Silver Sand Hotel,Casual Dining,Trivandrum,Thycaud,8.485646693,76.95496447,"South Indian, Continental, North Indian",500,"Dinner, Cash, Takeaway Available, Debit Card, Lunch, Delivery, Credit Card, Indoor Seating, Table Reservation Not Required",3.3
Day One Cafe,Quick Bites,Trivandrum,Sreekariyam,8.5470296,76.903382,"South Indian, Chinese, Continental",400,"Takeaway Available, No Alcohol Available, Credit Card, Dinner, Cash, Debit Card, Indoor Seating, Table Reservation Not Required, Free Wifi",3.3
Malsya Fishop Restaurant,Quick Bites,Trivandrum,Kesavadasapuram,8.5314898,76.939423,South Indian,300,"Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",3.3
Hotel New Paragon,Casual Dining,Trivandrum,Palayam,8.488066745,76.94942839,"South Indian, Kerala",500,"Lunch, Breakfast, Takeaway Available, Cash, Dinner, Indoor Seating, Table Reservation Not Required",3.3
Delhi Darbar Family Restaurant,Casual Dining,Trivandrum,Kulathoor,8.55670853,76.87664028,"Kerala, Arabian, North Indian",200,"Takeaway Available, Lunch, Breakfast, Cash, Dinner, Indoor Seating, Table Reservation Not Required",3.3
Shawarma Express,Casual Dining,Vellore,Thottapalayam,12.92407535,79.13345229,"Finger Food, Chinese, BBQ, Arabian",200,"Debit Card, Dinner, Cash, Credit Card, Indoor Seating, Digital Payments Accepted, Outdoor Seating",3.3
Jazz Food Court,Food Court,Vellore,Saidapet,12.92612394,79.14011858,"Fast Food, Chinese, Bengali, Arabian",200,"Debit Card, Lunch, Cash, Dinner, Indoor Seating, Halal, Outdoor Seating, Digital Payments Accepted",3.3
The Red Box,Kiosk,Chennai,Medavakkam,12.9170994,80.1946269,Chinese,400,"No Seating Available, Dinner, Delivery, Credit Card, Lunch, Cash, Takeaway Available, Debit Card",3.4
Sri Valli Chettinadu mess,Mess,Chennai,Velachery,12.96921172,80.21877833,"South Indian, Chettinad",200,"Cash, Debit Card, Credit Card, Delivery, Takeaway Available, Indoor Seating",3.4
CK'S Bakery,Bakery,Coimbatore,Thudiyalur,11.077108,76.941705,"Bakery, Fast Food",150,"Takeaway Available, Debit Card, Cash, Credit Card, Indoor Seating",3.4
Dolphin's Point - Taj Malabar Resorts & Spa,Fine Dining,Kochi,"Malabar Resorts & Spa, Wellington Island",9.9689,76.25868889,"Seafood, Continental",2000,"Dinner, Credit Card, Lunch, Serves Alcohol, Outdoor Seating, Fullbar",3.4
Cafe Kapio,Cafe,Kochi,Kaloor,9.992354,76.301745,"Cafe, Italian, Chinese, American",450,"Cash, Takeaway Available, No Alcohol Available, Dinner, Delivery, Lunch, Indoor Seating, Table Reservation Not Required, Outdoor Seating, Live Entertainment, Digital Payments Accepted",3.4
Igloo,Dessert Parlour,Madurai,Sathamangalam,9.92519107,78.14863332,"Desserts, Ice Cream",250,"Takeaway Available, Credit Card, Cash, Debit Card, Indoor Seating, Desserts and Bakes, Air Conditioned",3.4
Madras Rasoi,Quick Bites,Ooty,Anna Nagar,11.41305213,76.70542046,"Biryani, Chinese, North Indian",300,"Cash, Takeaway Available",3.4
Madurai Jigarthanda,Dessert Parlour,Salem,Shevapet,11.66082207,78.15011155,"Desserts, Ice Cream",250,"Delivery, Cash, Takeaway Available, Indoor Seating, Air Conditioned, Desserts and Bakes",3.4
BBQ World,Quick Bites,Thrissur,Poothole,10.521602,76.204934,"Chinese, Arabian",250,"Lunch, Cash, Credit Card, Dinner, Takeaway Available, Debit Card, Outdoor Seating, Digital Payments Accepted, Indoor Seating, Air Conditioned",3.4
Arabic Junction,Quick Bites,Thrissur,Poothole,10.5203801,76.2051288,Arabian,450,"Cash, Takeaway Available",3.4
Gadees Oottupura,Quick Bites,Thrissur,Kizhakkumpattukara,10.5197282,76.2247362,"South Indian, North Indian, Chinese",400,"Cash, Credit Card, Takeaway Available, Debit Card, Indoor Seating, Digital Payments Accepted",3.4
Sip & Bite,Cafe,Trichy,Woraiyur,10.83097288,78.69319551,"Cafe, Fast Food",200,"Cash, Indoor Seating, Halal, Table reservation required, Digital Payments Accepted",3.4
Lamiya Restaurant,Quick Bites,Trivandrum,Kumarapuram,8.5151987,76.9273248,"South Indian, North Indian, Chinese, Arabian",400,"Dinner, Cash, Credit Card, Lunch, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned",3.4
Baskin Robbins,Dessert Parlour,Trivandrum,Kesavadasapuram,8.521402744,76.94135327,"Ice Cream, Beverages",300,"Cash, Takeaway Available, Debit Card, Delivery, Credit Card, Indoor Seating, Air Conditioned, Desserts and Bakes",3.4
Rajila,Quick Bites,Trivandrum,Kannanthura,8.467898408,76.9325925,South Indian,400,"Lunch, Cash, Takeaway Available, Breakfast, No Alcohol Available, Dinner, Delivery, Credit Card, Debit Card, Indoor Seating, Air Conditioned",3.4
Green Land Restaurant,Quick Bites,Trivandrum,Sreekariyam,8.548827643,76.91652808,"South Indian, Kerala",250,"Lunch, Cash, Breakfast, No Alcohol Available, Dinner, Takeaway Available, Indoor Seating",3.4
Bismillah Taj,Casual Dining,Vellore,RN Palayam,12.89071842,79.13577341,"Fast Food, Biryani",150,"Cash, Dinner, Debit Card, Lunch, Indoor Seating",3.4
The Deli - Taj Club House,Dessert Parlour,Chennai,"Taj Club House, Thousand Lights",13.06128492,80.26410028,"Desserts, Bakery",1500,"Cash, No Alcohol Available, Dinner, Credit Card, Lunch, Debit Card, Valet Parking Available, Air Conditioned, Wifi, Indoor Seating, Wheelchair Accessible, Desserts and Bakes",3.5
Madurai Vilakkuthoon Hanifa Jigarthanda,Beverage Shop,Coimbatore,Gandhipuram,11.01690803,76.96788736,Beverages,100,"Cash, Takeaway Available, No Alcohol Available, Delivery, Indoor Seating",3.5
The Bar - Novotel Kochi Infopark,Bar,Kochi,"Novotel Kochi Infopark, Kakkanad",10.014949,76.366714,Finger Food,2000,"Dinner, Cash, Credit Card, Lunch, Takeaway Available, Debit Card, Indoor Seating, Fullbar, Table booking recommended",3.5
Malayalees Restaurant,Quick Bites,Thrissur,Mannuthy,10.5225975,76.2470872,"South Indian, Chinese",200,"Dinner, Delivery, Breakfast, Lunch, Cash, Takeaway Available, Indoor Seating",3.5
V Bar,Fine Dining,Trivandrum,Hilton Garden Inn Trivandrum,8.499661425,76.95020322,"South Indian, Chinese, Continental, North Indian, Finger Food",2000,"Dinner, Cash, Debit Card, Credit Card, DJ, Valet Parking Available, Live Music, Above 18 Only, Live Entertainment, Fullbar, Indoor Seating, 4/5 Star, Air Conditioned",3.5
Fuel: The Subterranean Hideaway,Casual Dining,Trivandrum,Ambalamukku,8.523805328,76.9514481,Healthy Food,600,"Takeaway Available, Breakfast, Dinner, Cash, Credit Card, Debit Card, Indoor Seating, Table Reservation Not Required",3.6
Shree Anandhaas Sweets & Snacks,Sweet Shop,Coimbatore,Lakshmi Mills,11.010418,76.987798,"Mithai, Desserts, Street Food",200,"Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",3.7
Cafe Pumpkin,Quick Bites,Alappuzha,Thathampally,9.498105484,76.34255514,Fast Food,300,"Dinner, Cash, Lunch, Takeaway Available, Indoor Seating",3.8
Cane Home,Beverage Shop,Kochi,Kakkanad,10.01691567,76.34788804,"Beverages, Healthy Food",250,"Cash, Takeaway Available, Debit Card, Delivery, Credit Card, Indoor Seating",3.8
Street Foods By Punjab Grill,Quick Bites,Coimbatore,Gandhipuram,11.05483224,76.99389486,"North Indian, Biryani, Kebab, Street Food",450,"Dinner, Cash, Lunch, Takeaway Available, Indoor Seating",2.7
Eagle Boys Pizza,Quick Bites,Coimbatore,Ganapathy,11.05389,76.99446,"Pizza, Italian",400,"Lunch, Delivery, Credit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned",2.7
B For Biriyani,Quick Bites,Madurai,SS Colony,9.922720954,78.09409261,"Biryani, South Indian",250,"Dinner, Cash, Takeaway Available, Lunch, Delivery, Indoor Seating, Digital Payments Accepted",2.7
Hotel Saravana,Quick Bites,Madurai,Arrapalayam,9.953433537,78.09888169,South Indian,150,"No Alcohol Available, Breakfast, Dinner, Takeaway Available, Cash, Lunch, Indoor Seating, Pure Veg",2.7
Ajmeri Chaatwala,Quick Bites,Puducherry,MG Road,11.933465,79.831891,Street Food,200,"Takeaway Available, Cash, Free Parking, Indoor Seating",2.7
Dindigul Rawthar Biriyani,Casual Dining,Trichy,Woraiyur,10.82844941,78.68542448,"Arabian, Biryani, Chinese, South Indian",400,"Cash, Credit Card, Lunch, Takeaway Available, Debit Card, Dinner, Indoor Seating, Air Conditioned, Table Reservation Not Required",2.7
Falooda,Dessert Parlour,Trichy,Sangillyandapuram,10.7986971,78.68661102,"Desserts, Ice Cream",300,"Debit Card, Takeaway Available, Cash, Credit Card, Indoor Seating, Air Conditioned",2.7
Paruvaa Multicuisine Restaurant,Casual Dining,Coimbatore,"Hotel Heritage Inn, Nehru Stadium",11.0102625,76.96696669,"North Indian, South Indian, Chinese, Continental",800,"Cash, Breakfast, No Alcohol Available, Dinner, Credit Card, Takeaway Available, Lunch, Indoor Seating, Air Conditioned, Buffet",2.8
Lala Lassi,Beverage Shop,Coimbatore,RS Puram,11.006555,76.94881,"Beverages, Ice Cream",200,"No Seating Available, Delivery, Cash, Takeaway Available, Pure Veg",2.8
Ranis Hotel & Bakery,Bakery,Coimbatore,Race Course,10.996422,76.96802147,"Bakery, South Indian",300,"Cash, Credit Card, Debit Card, Lunch, Dinner, Takeaway Available, Breakfast, No Alcohol Available, Indoor Seating, Desserts and Bakes",2.8
KR Bakes,Bakery,Coimbatore,Saibaba Colony,11.02609497,76.94242951,"Bakery, North Indian, South Indian, Fast Food",500,"Cash, Lunch, Debit Card, Credit Card, Takeaway Available, No Alcohol Available, Dinner, Indoor Seating, Desserts and Bakes",2.8
Hotel Aryaas,Quick Bites,Coimbatore,Town Hall,10.99351388,76.96039762,South Indian,250,"Credit Card, Lunch, Takeaway Available, Breakfast, Dinner, Pure Veg, Indoor Seating",2.8
Sri Annamaya Restaurant,Casual Dining,Coimbatore,Town Hall,10.98568,76.933258,South Indian,400,"Cash, Lunch, Takeaway Available, Breakfast, Dinner, Indoor Seating, Pure Veg, Free Parking",2.8
KR Bakes,Quick Bites,Coimbatore,Town Hall,10.993802,76.95625,"Bakery, North Indian, South Indian, Fast Food",500,"Credit Card, Delivery, Lunch, No Alcohol Available, Dinner, Indoor Seating",2.8
Poongodi Hotel,Quick Bites,Coimbatore,Podanur,10.9541662,76.9929231,"Chettinad, Chinese, South Indian",0,"Delivery, Cash, Breakfast, Dinner, Takeaway Available, No Alcohol Available, Lunch, Indoor Seating, Digital Payments Accepted",2.8
Tamilarasi Bakery & Sweets,Bakery,Madurai,KK Nagar,9.929351637,78.1292842,Bakery,150,"No Seating Available, Takeaway Available, No Alcohol Available, Cash, Pre-Ordering Required, Desserts and Bakes",2.8
Om Lakshmi Bhavan,Casual Dining,Madurai,Sathamangalam,9.924815896,78.13903671,South Indian,250,"Takeaway Available, Cash, Debit Card, Breakfast, Credit Card, Lunch, Dinner, Indoor Seating, Table Reservation Not Required, Pure Veg",2.8
Bombay Bhojanalay,Quick Bites,Madurai,Periyar,9.918868544,78.11174322,North Indian,200,"No Alcohol Available, Lunch, Breakfast, Takeaway Available, Cash, Dinner, Indoor Seating, Pure Veg",2.8
